Region,SubRegion,Country,Country Code,DrugGroup,Drug,Year,KgEquivalent
Europe,Western and Central Europe,Austria,AUS,Cannabis-type,Cannabis plants,2016,2416.6
Europe,Western and Central Europe,Austria,AUS,Cannabis-type,Hashish (resin),2016,165.752
Europe,Western and Central Europe,Austria,AUS,Cannabis-type,Marijuana (herb),2016,913.457
Europe,Western and Central Europe,Austria,AUS,Cocaine-type,Cocaine salts,2016,86.449
Europe,Western and Central Europe,Austria,AUS,Hallucinogens,LSD,2016,9.325E-05
Europe,Western and Central Europe,Austria,AUS,Opioids,Heroin,2016,68.916
Europe,Western and Central Europe,Austria,AUS,Opioids,Illicit morphine,2016,0.166
Europe,Western and Central Europe,Austria,AUS,Opioids,Opium,2016,3.352
Europe,Western and Central Europe,Austria,AUS,Opioids,Pharmaceutical opioids,2016,0.00355
Europe,Western and Central Europe,Austria,AUS,Opioids,Pharmaceutical opioids,2016,0.035300001
Europe,Western and Central Europe,Austria,AUS,Opioids,Pharmaceutical opioids,2016,0.052100001
Europe,Western and Central Europe,Austria,AUS,Opioids,Pharmaceutical opioids,2016,0.01105
Europe,Western and Central Europe,Austria,AUS,Opioids,Pharmaceutical opioids,2016,0.0002
Europe,Western and Central Europe,Austria,AUS,Opioids,Poppy plants,2016,0.052
Europe,Western and Central Europe,Austria,AUS,Sedatives and Tranquillizers,Benzodiazepines,2016,0.043249999
Europe,Western and Central Europe,Austria,AUS,Substances not under international control,Other Plant-based substances,2016,4.19
Europe,Western and Central Europe,Austria,AUS,ATS,Amphetamine,2015,66.66
Europe,Western and Central Europe,Austria,AUS,ATS,Ecstasy-type substances,2015,3.2
Europe,Western and Central Europe,Austria,AUS,ATS,Ecstasy-type substances,2015,2.750379
Europe,Western and Central Europe,Austria,AUS,ATS,Methamphetamine,2015,2.94
Europe,Western and Central Europe,Austria,AUS,Cannabis-type,Cannabis oil,2015,0.69
Europe,Western and Central Europe,Austria,AUS,Cannabis-type,Cannabis plants,2015,687.46
Europe,Western and Central Europe,Austria,AUS,Cannabis-type,Hashish (resin),2015,286.93
Europe,Western and Central Europe,Austria,AUS,Cannabis-type,Marijuana (herb),2015,851.18
Europe,Western and Central Europe,Austria,AUS,Cocaine-type,Cocaine salts,2015,119.68
Europe,Western and Central Europe,Austria,AUS,Cocaine-type,Crack,2015,0.0007
Europe,Western and Central Europe,Austria,AUS,Hallucinogens,LSD,2015,9.24E-05
Europe,Western and Central Europe,Austria,AUS,Opioids,Heroin,2015,69.53
Europe,Western and Central Europe,Austria,AUS,Opioids,Illicit morphine,2015,0.06
Europe,Western and Central Europe,Austria,AUS,Opioids,Opium,2015,25.39
Europe,Western and Central Europe,Austria,AUS,Opioids,Pharmaceutical opioids,2015,0.0037
Europe,Western and Central Europe,Austria,AUS,Opioids,Pharmaceutical opioids,2015,0.050600001
Europe,Western and Central Europe,Austria,AUS,Opioids,Pharmaceutical opioids,2015,0.0008
Europe,Western and Central Europe,Austria,AUS,Opioids,Pharmaceutical opioids,2015,0.01925
Europe,Western and Central Europe,Austria,AUS,Opioids,Pharmaceutical opioids,2015,0.0129
Europe,Western and Central Europe,Austria,AUS,Sedatives and Tranquillizers,Benzodiazepines,2015,0.036779999
Europe,Western and Central Europe,Austria,AUS,Substances not under international control,Other Plant-based substances,2015,0.81
Europe,Western and Central Europe,Belgium,BEL,ATS,Amphetamine,2019,1027.01
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2019,110.840897
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2019,250.08
Europe,Western and Central Europe,Belgium,BEL,ATS,Methamphetamine,2019,25.1
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis oil,2019,8
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis seed,2019,0.00368
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Hashish (resin),2019,173.85
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Marijuana (herb),2019,1153.66
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Non-specified cannabis-type,2019,34.73
Europe,Western and Central Europe,Belgium,BEL,Cocaine-type,Cocaine salts,2019,65247.68
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,LSD,2019,0.000219
Europe,Western and Central Europe,Belgium,BEL,Opioids,Heroin,2019,1928.66
Europe,Western and Central Europe,Belgium,BEL,Opioids,Illicit morphine,2019,0.0019
Europe,Western and Central Europe,Belgium,BEL,Opioids,Illicit morphine,2019,0.28
Europe,Western and Central Europe,Belgium,BEL,Opioids,Non-specified opioids,2019,24.09
Europe,Western and Central Europe,Belgium,BEL,Opioids,Opium,2019,1.07
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,Benzodiazepines,2019,0.00863
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,Benzodiazepines,2019,1.09
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,GHB,2019,2.08
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,GBL,2019,10000
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,GBL,2019,7
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Ketamine and phencyclidine-type substances,2019,164.91
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Other NPS,2019,12.27
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Other Plant-based substances,2019,0.833
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Plant-based NPS,2019,3573.21
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Plant-based NPS,2019,8
Europe,Western and Central Europe,Belgium,BEL,ATS,Amphetamine,2018,18
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2018,587
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2018,245
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2018,61.221068
Europe,Western and Central Europe,Belgium,BEL,ATS,Methamphetamine,2018,57
Europe,Western and Central Europe,Belgium,BEL,ATS,Other stimulants,2018,0.011
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis oil,2018,178
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis plants,2018,42226.1
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis seed,2018,0.026129999
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Hashish (resin),2018,108
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Marijuana (herb),2018,17290
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Other types of cannabis,2018,28
Europe,Western and Central Europe,Belgium,BEL,Cocaine-type,Cocaine salts,2018,53032
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,LSD,2018,1.285E-05
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,Other Hallucinogens,2018,4
Europe,Western and Central Europe,Belgium,BEL,Opioids,Heroin,2018,4537.2
Europe,Western and Central Europe,Belgium,BEL,Opioids,Illicit morphine,2018,0.500000007
Europe,Western and Central Europe,Belgium,BEL,Opioids,Opium,2018,3.4
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,Benzodiazepines,2018,0.060039999
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,GHB,2018,14
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,GBL,2018,3040
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,GBL,2018,30
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Ketamine and phencyclidine-type substances,2018,30
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Other Plant-based substances,2018,0.436
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Plant-based NPS,2018,2375
Europe,Western and Central Europe,Belgium,BEL,ATS,Amphetamine,2017,0.427317
Europe,Western and Central Europe,Belgium,BEL,ATS,Amphetamine,2017,127.6
Europe,Western and Central Europe,Belgium,BEL,ATS,Amphetamine,2017,4
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2017,133.110593
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2017,34.6529
Europe,Western and Central Europe,Belgium,BEL,ATS,Methamphetamine,2017,35.045
Europe,Western and Central Europe,Belgium,BEL,ATS,Non-specified ATS,2017,184.98
Europe,Western and Central Europe,Belgium,BEL,ATS,Other stimulants,2017,0.06
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis oil,2017,0.17
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis plants,2017,41657.6
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis seed,2017,0.01072
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Hashish (resin),2017,946.51
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Marijuana (herb),2017,945.64
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Other types of cannabis,2017,8.35
Europe,Western and Central Europe,Belgium,BEL,Cocaine-type,Cocaine salts,2017,44751.85
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,LSD,2017,2.11E-05
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,Other Hallucinogens,2017,12.485
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,Other Hallucinogens,2017,0.03
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,Other Hallucinogens,2017,0.17
Europe,Western and Central Europe,Belgium,BEL,Opioids,Heroin,2017,52.62
Europe,Western and Central Europe,Belgium,BEL,Opioids,Illicit morphine,2017,0.02
Europe,Western and Central Europe,Belgium,BEL,Opioids,Opium,2017,1133.2
Europe,Western and Central Europe,Belgium,BEL,Opioids,Other illicit opiates,2017,17.63
Europe,Western and Central Europe,Belgium,BEL,Opioids,Pharmaceutical opioids,2017,0.03
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,Benzodiazepines,2017,1
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,Benzodiazepines,2017,0.00285
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,GHB,2017,1.53
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,GHB,2017,2
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,GBL,2017,2.28
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,GBL,2017,305
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Ketamine and phencyclidine-type substances,2017,33.237
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Other Plant-based substances,2017,14.82
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Plant-based NPS,2017,2509.85
Europe,Western and Central Europe,Belgium,BEL,ATS,Amphetamine,2016,28.66
Europe,Western and Central Europe,Belgium,BEL,ATS,Amphetamine,2016,140
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2016,48.615503
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2016,28.66
Europe,Western and Central Europe,Belgium,BEL,ATS,Methamphetamine,2016,13.91
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis plants,2016,32861.1
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Hashish (resin),2016,723.24
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Marijuana (herb),2016,685
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Non-specified cannabis-type,2016,3.4
Europe,Western and Central Europe,Belgium,BEL,Cocaine-type,Cocaine salts,2016,30294
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,LSD,2016,7.09E-05
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,Other Hallucinogens,2016,33.14
Europe,Western and Central Europe,Belgium,BEL,Opioids,Heroin,2016,98.95
Europe,Western and Central Europe,Belgium,BEL,Opioids,Opium,2016,5.14
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,GBL,2016,11.32
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Ketamine and phencyclidine-type substances,2016,2.7
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Other Plant-based substances,2016,28.62
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Plant-based NPS,2016,1460.33
Europe,Western and Central Europe,Belgium,BEL,ATS,Amphetamine,2015,68.67
Europe,Western and Central Europe,Belgium,BEL,ATS,ATS,2015,5.138
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2015,16.177616
Europe,Western and Central Europe,Belgium,BEL,ATS,Ecstasy-type substances,2015,9.19
Europe,Western and Central Europe,Belgium,BEL,ATS,Methamphetamine,2015,3.83
Europe,Western and Central Europe,Belgium,BEL,ATS,Other stimulants,2015,0.08
Europe,Western and Central Europe,Belgium,BEL,ATS,Prescription stimulants,2015,0.005
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis oil,2015,0.5
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Cannabis seed,2015,0.134639997
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Hashish (resin),2015,7045.41
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Marijuana (herb),2015,764.16
Europe,Western and Central Europe,Belgium,BEL,Cannabis-type,Non-specified cannabis-type,2015,5.12
Europe,Western and Central Europe,Belgium,BEL,Cocaine-type,Cocaine salts,2015,17486.61
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,LSD,2015,1.01
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,LSD,2015,1.05E-05
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,Other Hallucinogens,2015,19.48
Europe,Western and Central Europe,Belgium,BEL,Hallucinogens,Other Hallucinogens,2015,0.69
Europe,Western and Central Europe,Belgium,BEL,Opioids,Heroin,2015,121.02
Europe,Western and Central Europe,Belgium,BEL,Opioids,Illicit morphine,2015,0.502
Europe,Western and Central Europe,Belgium,BEL,Opioids,Illicit morphine,2015,0.0023
Europe,Western and Central Europe,Belgium,BEL,Opioids,Opium,2015,0.988
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,Barbiturates,2015,0.02
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,Benzodiazepines,2015,0.01742
Europe,Western and Central Europe,Belgium,BEL,Sedatives and Tranquillizers,GHB,2015,29.86
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,GBL,2015,283.81
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Ketamine and phencyclidine-type substances,2015,2.06
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Other Plant-based substances,2015,5.879
Europe,Western and Central Europe,Belgium,BEL,Substances not under international control,Plant-based NPS,2015,940.6
Europe,Western and Central Europe,Cyprus,CYP,ATS,Amphetamine,2019,0.073
Europe,Western and Central Europe,Cyprus,CYP,ATS,Ecstasy-type substances,2019,0.6504
Europe,Western and Central Europe,Cyprus,CYP,ATS,Ecstasy-type substances,2019,0.432
Europe,Western and Central Europe,Cyprus,CYP,ATS,Methamphetamine,2019,0.971
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Cannabis plants,2019,15.8
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Hashish (resin),2019,60.131
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Marijuana (herb),2019,227.437
Europe,Western and Central Europe,Cyprus,CYP,Cocaine-type,Cocaine salts,2019,48.745
Europe,Western and Central Europe,Cyprus,CYP,Hallucinogens,LSD,2019,3.15E-06
Europe,Western and Central Europe,Cyprus,CYP,Hallucinogens,Other Hallucinogens,2019,4.768
Europe,Western and Central Europe,Cyprus,CYP,Opioids,Heroin,2019,13
Europe,Western and Central Europe,Cyprus,CYP,Opioids,Opium,2019,0.001
Europe,Western and Central Europe,Cyprus,CYP,ATS,Amphetamine,2018,0.001265
Europe,Western and Central Europe,Cyprus,CYP,ATS,Ecstasy-type substances,2018,0.254469
Europe,Western and Central Europe,Cyprus,CYP,ATS,Ecstasy-type substances,2018,0.15
Europe,Western and Central Europe,Cyprus,CYP,ATS,Methamphetamine,2018,1.16
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Cannabis plants,2018,30.1
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Hashish (resin),2018,0.53
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Marijuana (herb),2018,318.64
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Non-specified cannabis-type,2018,2.69
Europe,Western and Central Europe,Cyprus,CYP,Cocaine-type,Cocaine salts,2018,4.97
Europe,Western and Central Europe,Cyprus,CYP,Hallucinogens,Non-specified hallucinogens,2018,0.0036
Europe,Western and Central Europe,Cyprus,CYP,Opioids,Heroin,2018,0.2
Europe,Western and Central Europe,Cyprus,CYP,Opioids,Opium,2018,0.11
Europe,Western and Central Europe,Cyprus,CYP,Other miscellaneous,Anabolic steroids,2018,0
Europe,Western and Central Europe,Cyprus,CYP,Other miscellaneous,Anabolic steroids,2018,0.1
Europe,Western and Central Europe,Cyprus,CYP,ATS,Amphetamine,2017,0.02024
Europe,Western and Central Europe,Cyprus,CYP,ATS,Amphetamine,2017,0.3
Europe,Western and Central Europe,Cyprus,CYP,ATS,Ecstasy-type substances,2017,0.042276
Europe,Western and Central Europe,Cyprus,CYP,ATS,Ecstasy-type substances,2017,2.75
Europe,Western and Central Europe,Cyprus,CYP,ATS,Methamphetamine,2017,0.96
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Cannabis plants,2017,16.1
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Hashish (resin),2017,1.05
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Marijuana (herb),2017,150.55
Europe,Western and Central Europe,Cyprus,CYP,Cocaine-type,Cocaine salts,2017,7.91
Europe,Western and Central Europe,Cyprus,CYP,Hallucinogens,LSD,2017,1.5E-07
Europe,Western and Central Europe,Cyprus,CYP,Non-specified,Non-specified,2017,0.22
Europe,Western and Central Europe,Cyprus,CYP,ATS,Amphetamine,2016,0.6
Europe,Western and Central Europe,Cyprus,CYP,ATS,Ecstasy-type substances,2016,0.035
Europe,Western and Central Europe,Cyprus,CYP,ATS,Ecstasy-type substances,2016,0.338208
Europe,Western and Central Europe,Cyprus,CYP,ATS,Methamphetamine,2016,0.388
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Cannabis plants,2016,31.1
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Hashish (resin),2016,2.7
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Marijuana (herb),2016,170.512
Europe,Western and Central Europe,Cyprus,CYP,Cocaine-type,Cocaine salts,2016,182.338
Europe,Western and Central Europe,Cyprus,CYP,Hallucinogens,LSD,2016,2.55E-06
Europe,Western and Central Europe,Cyprus,CYP,Opioids,Heroin,2016,0.003
Europe,Western and Central Europe,Cyprus,CYP,Opioids,Opium,2016,0.002
Europe,Western and Central Europe,Cyprus,CYP,ATS,Ecstasy-type substances,2015,0.046883
Europe,Western and Central Europe,Cyprus,CYP,ATS,Ecstasy-type substances,2015,0.937
Europe,Western and Central Europe,Cyprus,CYP,ATS,Methamphetamine,2015,1.682
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Cannabis plants,2015,2814
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Hashish (resin),2015,3.262
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Marijuana (herb),2015,225.919
Europe,Western and Central Europe,Cyprus,CYP,Cannabis-type,Other types of cannabis,2015,0.217
Europe,Western and Central Europe,Cyprus,CYP,Cocaine-type,Cocaine salts,2015,106.929
Europe,Western and Central Europe,Cyprus,CYP,Hallucinogens,LSD,2015,8E-07
Europe,Western and Central Europe,Cyprus,CYP,Opioids,Heroin,2015,0.001
Europe,Western and Central Europe,Cyprus,CYP,Opioids,Opium,2015,0.001
Europe,Western and Central Europe,Cyprus,CYP,Opioids,Poppy plants,2015,6
Europe,Western and Central Europe,Czechia,CEH,ATS,Amphetamine,2019,0.253
Europe,Western and Central Europe,Czechia,CEH,ATS,Amphetamine,2019,0.031119
Europe,Western and Central Europe,Czechia,CEH,ATS,Amphetamine,2019,0.72858
Europe,Western and Central Europe,Czechia,CEH,ATS,Ecstasy-type substances,2019,20.279472
Europe,Western and Central Europe,Czechia,CEH,ATS,Ecstasy-type substances,2019,37.3967
Europe,Western and Central Europe,Czechia,CEH,ATS,Methamphetamine,2019,27.576
Europe,Western and Central Europe,Czechia,CEH,ATS,Other stimulants,2019,0.203
Europe,Western and Central Europe,Czechia,CEH,ATS,Other stimulants,2019,3.6
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Cannabis plants,2019,2692.5
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Cannabis seed,2019,0
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Cannabis seed,2019,0.0103
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Hashish (resin),2019,1.649
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Marijuana (herb),2019,546.339
Europe,Western and Central Europe,Czechia,CEH,Cocaine-type,Coca leaf,2019,2
Europe,Western and Central Europe,Czechia,CEH,Cocaine-type,Cocaine salts,2019,187.102
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,LSD,2019,0.000193
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2019,0.001
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2019,0.0047
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2019,0.0049
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2019,0.016
Europe,Western and Central Europe,Czechia,CEH,Opioids,Heroin,2019,8.837
Europe,Western and Central Europe,Czechia,CEH,Opioids,Illicit morphine,2019,0.002
Europe,Western and Central Europe,Czechia,CEH,Opioids,Opium,2019,0.0976
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2019,0.02055
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2019,0.0131
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2019,0
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2019,0.0007
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2019,0.0065
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2019,0.00773
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Benzodiazepines,2019,0.026159999
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Benzodiazepines,2019,0.040423
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,GHB,2019,0.2226
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2019,0.041789999
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Ketamine and phencyclidine-type substances,2019,1.3437
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Other Plant-based substances,2019,0.5415
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Other Plant-based substances,2019,0.98118
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Phenethylamines,2019,7.5E-05
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Phenethylamines,2019,0.1367
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Piperazines,2019,0.0074
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Plant-based NPS,2019,563.582
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Synthetic cannabinoids (Spice),2019,0.00795
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Synthetic cannabinoids (Spice),2019,1.4
Europe,Western and Central Europe,Czechia,CEH,ATS,Amphetamine,2018,0.552
Europe,Western and Central Europe,Czechia,CEH,ATS,Amphetamine,2018,0.176594
Europe,Western and Central Europe,Czechia,CEH,ATS,Ecstasy-type substances,2018,8.645
Europe,Western and Central Europe,Czechia,CEH,ATS,Ecstasy-type substances,2018,8.832161
Europe,Western and Central Europe,Czechia,CEH,ATS,Methamphetamine,2018,106.155
Europe,Western and Central Europe,Czechia,CEH,ATS,Methamphetamine,2018,0.81855
Europe,Western and Central Europe,Czechia,CEH,ATS,Other stimulants,2018,7.512
Europe,Western and Central Europe,Czechia,CEH,ATS,Prescription stimulants,2018,0
Europe,Western and Central Europe,Czechia,CEH,ATS,Prescription stimulants,2018,0.05727
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Cannabis plants,2018,2833.4
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Cannabis seed,2018,0.00122
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Hashish (resin),2018,2.916
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Marijuana (herb),2018,948.014
Europe,Western and Central Europe,Czechia,CEH,Cocaine-type,Coca leaf,2018,2
Europe,Western and Central Europe,Czechia,CEH,Cocaine-type,Cocaine salts,2018,24.189
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2018,0.0023
Europe,Western and Central Europe,Czechia,CEH,Non-specified,Non-specified,2018,0.0361
Europe,Western and Central Europe,Czechia,CEH,Non-specified,Non-specified,2018,1E-04
Europe,Western and Central Europe,Czechia,CEH,Opioids,Heroin,2018,1.339
Europe,Western and Central Europe,Czechia,CEH,Opioids,Illicit morphine,2018,0.0926
Europe,Western and Central Europe,Czechia,CEH,Opioids,Illicit morphine,2018,0.0008
Europe,Western and Central Europe,Czechia,CEH,Opioids,Opium,2018,0.0019
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2018,0.02264
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2018,0.00055
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2018,0.0007
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2018,0.00317
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2018,0.17033
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2018,0.034950001
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,GHB,2018,0.0943
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2018,0.00119
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2018,0.00279
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Ketamine and phencyclidine-type substances,2018,0.00135
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Phenethylamines,2018,0.005055
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Phenethylamines,2018,0.0224
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Synthetic cannabinoids (Spice),2018,0.327
Europe,Western and Central Europe,Czechia,CEH,ATS,Amphetamine,2017,1.849
Europe,Western and Central Europe,Czechia,CEH,ATS,Ecstasy-type substances,2017,4.140609
Europe,Western and Central Europe,Czechia,CEH,ATS,Ecstasy-type substances,2017,4.921
Europe,Western and Central Europe,Czechia,CEH,ATS,Methamphetamine,2017,93.256
Europe,Western and Central Europe,Czechia,CEH,ATS,Prescription stimulants,2017,0.015
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Cannabis plants,2017,0
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Hashish (resin),2017,9.126
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Marijuana (herb),2017,1094.601
Europe,Western and Central Europe,Czechia,CEH,Cocaine-type,Cocaine salts,2017,27.376
